id,audio_path,question,optionA,optionB,optionC,optionD,correct,ordering_method,audioabsent_optionspresent_num,audiopath_list,cat_mapping
96,TREA_dataset/duration/audios/96.wav,Which sound among the following is the shortest in duration?,vacuum_cleaner,siren,engine,thunderstorm,B,random,1,"['ESC-50-master/audio/4-90014-B-42.wav', 'ESC-50-master/audio/3-146186-A-44.wav', 'ESC-50-master/audio/4-125071-A-19.wav', 'ESC-50-master/audio/4-125071-A-19.wav', 'ESC-50-master/audio/3-146186-A-44.wav']","{'thunderstorm': 'ESC-50-master/audio/4-125071-A-19.wav', 'siren': 'ESC-50-master/audio/4-90014-B-42.wav', 'engine': 'ESC-50-master/audio/3-146186-A-44.wav'}"
97,TREA_dataset/duration/audios/97.wav,Which of these sounds has the longest duration?,washing_machine,cow,dog,crow,C,random,3,"['ESC-50-master/audio/3-119455-A-44.wav', 'ESC-50-master/audio/5-219242-B-37.wav', 'ESC-50-master/audio/1-59513-A-0.wav', 'ESC-50-master/audio/1-59513-A-0.wav']","{'engine': 'ESC-50-master/audio/3-119455-A-44.wav', 'clock_alarm': 'ESC-50-master/audio/5-219242-B-37.wav', 'dog': 'ESC-50-master/audio/1-59513-A-0.wav'}"
98,TREA_dataset/duration/audios/98.wav,Which of these sounds has the longest duration?,breathing,dog,washing_machine,hand_saw,D,consec,2,"['ESC-50-master/audio/4-123680-A-18.wav', 'ESC-50-master/audio/4-184575-A-0.wav', 'ESC-50-master/audio/3-102583-C-49.wav', 'ESC-50-master/audio/3-102583-C-49.wav']","{'toilet_flush': 'ESC-50-master/audio/4-123680-A-18.wav', 'dog': 'ESC-50-master/audio/4-184575-A-0.wav', 'hand_saw': 'ESC-50-master/audio/3-102583-C-49.wav'}"
99,TREA_dataset/duration/audios/99.wav,Which sound among the following is heard for the greatest length of time?,sheep,clapping,door_wood_creaks,crickets,A,random,2,"['ESC-50-master/audio/5-215179-A-13.wav', 'ESC-50-master/audio/3-20861-A-8.wav', 'ESC-50-master/audio/2-39443-A-19.wav', 'ESC-50-master/audio/3-20861-A-8.wav']","{'crickets': 'ESC-50-master/audio/5-215179-A-13.wav', 'thunderstorm': 'ESC-50-master/audio/2-39443-A-19.wav', 'sheep': 'ESC-50-master/audio/3-20861-A-8.wav'}"
100,TREA_dataset/duration/audios/100.wav,Which of the given sounds is heard for the least amount of time?,can_opening,crow,keyboard_typing,rain,C,consec,3,"['ESC-50-master/audio/5-234923-A-32.wav', 'ESC-50-master/audio/4-157296-A-24.wav', 'ESC-50-master/audio/4-157296-A-24.wav', 'ESC-50-master/audio/1-33658-A-26.wav', 'ESC-50-master/audio/1-33658-A-26.wav']","{'keyboard_typing': 'ESC-50-master/audio/5-234923-A-32.wav', 'coughing': 'ESC-50-master/audio/4-157296-A-24.wav', 'laughing': 'ESC-50-master/audio/1-33658-A-26.wav'}"
101,TREA_dataset/duration/audios/101.wav,Which of the given sounds is heard for the least amount of time?,engine,rain,thunderstorm,siren,A,consec,1,"['ESC-50-master/audio/3-143929-A-10.wav', 'ESC-50-master/audio/3-143929-A-10.wav', 'ESC-50-master/audio/5-209992-A-44.wav', 'ESC-50-master/audio/3-51909-B-42.wav', 'ESC-50-master/audio/3-51909-B-42.wav']","{'rain': 'ESC-50-master/audio/3-143929-A-10.wav', 'engine': 'ESC-50-master/audio/5-209992-A-44.wav', 'siren': 'ESC-50-master/audio/3-51909-B-42.wav'}"
102,TREA_dataset/duration/audios/102.wav,Which of the following sounds lasts for the shortest time?,crickets,engine,chirping_birds,crackling_fire,C,consec,1,"['ESC-50-master/audio/3-155584-A-14.wav', 'ESC-50-master/audio/2-18766-B-12.wav', 'ESC-50-master/audio/2-18766-B-12.wav', 'ESC-50-master/audio/2-106019-A-13.wav', 'ESC-50-master/audio/2-106019-A-13.wav']","{'chirping_birds': 'ESC-50-master/audio/3-155584-A-14.wav', 'crackling_fire': 'ESC-50-master/audio/2-18766-B-12.wav', 'crickets': 'ESC-50-master/audio/2-106019-A-13.wav'}"
103,TREA_dataset/duration/audios/103.wav,Which sound among the following is the shortest in duration?,clock_tick,frog,footsteps,wind,D,consec,1,"['ESC-50-master/audio/4-218304-A-25.wav', 'ESC-50-master/audio/4-218304-A-25.wav', 'ESC-50-master/audio/2-109371-D-16.wav', 'ESC-50-master/audio/3-71964-C-4.wav', 'ESC-50-master/audio/3-71964-C-4.wav']","{'footsteps': 'ESC-50-master/audio/4-218304-A-25.wav', 'wind': 'ESC-50-master/audio/2-109371-D-16.wav', 'frog': 'ESC-50-master/audio/3-71964-C-4.wav'}"
104,TREA_dataset/duration/audios/104.wav,Which sound among the following is the shortest in duration?,snoring,sea_waves,drinking_sipping,washing_machine,D,random,3,"['ESC-50-master/audio/5-237499-A-4.wav', 'ESC-50-master/audio/3-111102-A-46.wav', 'ESC-50-master/audio/5-237499-A-4.wav', 'ESC-50-master/audio/3-111102-A-46.wav', 'ESC-50-master/audio/4-218199-A-35.wav']","{'frog': 'ESC-50-master/audio/5-237499-A-4.wav', 'washing_machine': 'ESC-50-master/audio/4-218199-A-35.wav', 'church_bells': 'ESC-50-master/audio/3-111102-A-46.wav'}"
105,TREA_dataset/duration/audios/105.wav,Which of the following sounds lasts for the shortest time?,crickets,pig,toilet_flush,church_bells,D,random,1,"['ESC-50-master/audio/3-253084-E-2.wav', 'ESC-50-master/audio/3-134802-A-13.wav', 'ESC-50-master/audio/3-134802-A-13.wav', 'ESC-50-master/audio/3-139109-A-46.wav', 'ESC-50-master/audio/3-253084-E-2.wav']","{'pig': 'ESC-50-master/audio/3-253084-E-2.wav', 'church_bells': 'ESC-50-master/audio/3-139109-A-46.wav', 'crickets': 'ESC-50-master/audio/3-134802-A-13.wav'}"
106,TREA_dataset/duration/audios/106.wav,Which of the following sounds lasts for the shortest time?,insects,sneezing,clock_alarm,train,B,random,2,"['ESC-50-master/audio/1-31748-A-21.wav', 'ESC-50-master/audio/2-81970-B-7.wav', 'ESC-50-master/audio/2-81970-B-7.wav', 'ESC-50-master/audio/4-111671-B-42.wav', 'ESC-50-master/audio/4-111671-B-42.wav']","{'sneezing': 'ESC-50-master/audio/1-31748-A-21.wav', 'insects': 'ESC-50-master/audio/2-81970-B-7.wav', 'siren': 'ESC-50-master/audio/4-111671-B-42.wav'}"
107,TREA_dataset/duration/audios/107.wav,Which sound among the following is heard for the longest time?,washing_machine,rain,door_wood_knock,brushing_teeth,D,consec,3,"['ESC-50-master/audio/5-212050-A-27.wav', 'ESC-50-master/audio/5-212050-A-27.wav', 'ESC-50-master/audio/2-37806-C-40.wav', 'ESC-50-master/audio/1-23222-A-19.wav']","{'brushing_teeth': 'ESC-50-master/audio/5-212050-A-27.wav', 'helicopter': 'ESC-50-master/audio/2-37806-C-40.wav', 'thunderstorm': 'ESC-50-master/audio/1-23222-A-19.wav'}"
108,TREA_dataset/duration/audios/108.wav,Which of the following sounds lasts for the shortest time?,laughing,glass_breaking,helicopter,fireworks,A,random,3,"['ESC-50-master/audio/1-70300-A-45.wav', 'ESC-50-master/audio/2-96654-A-47.wav', 'ESC-50-master/audio/2-60794-A-26.wav', 'ESC-50-master/audio/1-70300-A-45.wav', 'ESC-50-master/audio/2-96654-A-47.wav']","{'airplane': 'ESC-50-master/audio/2-96654-A-47.wav', 'laughing': 'ESC-50-master/audio/2-60794-A-26.wav', 'train': 'ESC-50-master/audio/1-70300-A-45.wav'}"
109,TREA_dataset/duration/audios/109.wav,Which of these sounds has the longest duration?,hand_saw,helicopter,insects,rain,A,random,1,"['ESC-50-master/audio/3-96606-B-49.wav', 'ESC-50-master/audio/3-96606-B-49.wav', 'ESC-50-master/audio/1-19501-A-7.wav', 'ESC-50-master/audio/1-172649-A-40.wav']","{'insects': 'ESC-50-master/audio/1-19501-A-7.wav', 'hand_saw': 'ESC-50-master/audio/3-96606-B-49.wav', 'helicopter': 'ESC-50-master/audio/1-172649-A-40.wav'}"
110,TREA_dataset/duration/audios/110.wav,Which of the following sounds lasts for the shortest time?,cat,clock_tick,breathing,laughing,C,consec,3,"['ESC-50-master/audio/1-172649-E-40.wav', 'ESC-50-master/audio/1-172649-E-40.wav', 'ESC-50-master/audio/5-260164-A-23.wav', 'ESC-50-master/audio/3-123086-A-28.wav', 'ESC-50-master/audio/3-123086-A-28.wav']","{'helicopter': 'ESC-50-master/audio/1-172649-E-40.wav', 'breathing': 'ESC-50-master/audio/5-260164-A-23.wav', 'snoring': 'ESC-50-master/audio/3-123086-A-28.wav'}"
111,TREA_dataset/duration/audios/111.wav,Which of the following sounds lasts for the shortest time?,cow,door_wood_knock,airplane,footsteps,D,random,3,"['ESC-50-master/audio/4-182314-A-7.wav', 'ESC-50-master/audio/3-103599-B-25.wav', 'ESC-50-master/audio/5-117120-A-42.wav', 'ESC-50-master/audio/4-182314-A-7.wav', 'ESC-50-master/audio/5-117120-A-42.wav']","{'siren': 'ESC-50-master/audio/5-117120-A-42.wav', 'footsteps': 'ESC-50-master/audio/3-103599-B-25.wav', 'insects': 'ESC-50-master/audio/4-182314-A-7.wav'}"
112,TREA_dataset/duration/audios/112.wav,Which sound among the following is heard for the greatest length of time?,clock_alarm,chainsaw,sheep,crow,C,consec,3,"['ESC-50-master/audio/5-253101-B-49.wav', 'ESC-50-master/audio/5-200329-A-8.wav', 'ESC-50-master/audio/5-200329-A-8.wav', 'ESC-50-master/audio/2-102568-A-35.wav']","{'hand_saw': 'ESC-50-master/audio/5-253101-B-49.wav', 'sheep': 'ESC-50-master/audio/5-200329-A-8.wav', 'washing_machine': 'ESC-50-master/audio/2-102568-A-35.wav'}"
113,TREA_dataset/duration/audios/113.wav,Which sound among the following is the shortest in duration?,breathing,crying_baby,frog,vacuum_cleaner,B,random,1,"['ESC-50-master/audio/3-152007-E-20.wav', 'ESC-50-master/audio/4-146200-A-36.wav', 'ESC-50-master/audio/4-146200-A-36.wav', 'ESC-50-master/audio/4-205526-B-23.wav', 'ESC-50-master/audio/4-205526-B-23.wav']","{'crying_baby': 'ESC-50-master/audio/3-152007-E-20.wav', 'vacuum_cleaner': 'ESC-50-master/audio/4-146200-A-36.wav', 'breathing': 'ESC-50-master/audio/4-205526-B-23.wav'}"
114,TREA_dataset/duration/audios/114.wav,Which of these sounds has the longest duration?,cat,door_wood_knock,cow,breathing,A,consec,3,"['ESC-50-master/audio/2-28314-A-12.wav', 'ESC-50-master/audio/2-82274-B-5.wav', 'ESC-50-master/audio/2-82274-B-5.wav', 'ESC-50-master/audio/5-133989-B-42.wav']","{'crackling_fire': 'ESC-50-master/audio/2-28314-A-12.wav', 'cat': 'ESC-50-master/audio/2-82274-B-5.wav', 'siren': 'ESC-50-master/audio/5-133989-B-42.wav'}"
115,TREA_dataset/duration/audios/115.wav,Which sound among the following is the shortest in duration?,dog,snoring,rooster,sneezing,A,random,2,"['ESC-50-master/audio/1-30226-A-0.wav', 'ESC-50-master/audio/5-199284-B-45.wav', 'ESC-50-master/audio/2-95258-A-1.wav', 'ESC-50-master/audio/5-199284-B-45.wav', 'ESC-50-master/audio/2-95258-A-1.wav']","{'rooster': 'ESC-50-master/audio/2-95258-A-1.wav', 'dog': 'ESC-50-master/audio/1-30226-A-0.wav', 'train': 'ESC-50-master/audio/5-199284-B-45.wav'}"
116,TREA_dataset/duration/audios/116.wav,Which of the given sounds is heard for the least amount of time?,rain,wind,train,hen,B,random,1,"['ESC-50-master/audio/3-136451-A-45.wav', 'ESC-50-master/audio/5-179496-B-16.wav', 'ESC-50-master/audio/3-136451-A-45.wav', 'ESC-50-master/audio/1-56311-A-10.wav', 'ESC-50-master/audio/1-56311-A-10.wav']","{'rain': 'ESC-50-master/audio/1-56311-A-10.wav', 'wind': 'ESC-50-master/audio/5-179496-B-16.wav', 'train': 'ESC-50-master/audio/3-136451-A-45.wav'}"
117,TREA_dataset/duration/audios/117.wav,Which sound among the following is heard for the longest time?,pig,washing_machine,coughing,keyboard_typing,D,consec,1,"['ESC-50-master/audio/2-98676-A-24.wav', 'ESC-50-master/audio/3-182710-A-35.wav', 'ESC-50-master/audio/3-132830-A-32.wav', 'ESC-50-master/audio/3-132830-A-32.wav', 'ESC-50-master/audio/3-132830-A-32.wav']","{'coughing': 'ESC-50-master/audio/2-98676-A-24.wav', 'washing_machine': 'ESC-50-master/audio/3-182710-A-35.wav', 'keyboard_typing': 'ESC-50-master/audio/3-132830-A-32.wav'}"
118,TREA_dataset/duration/audios/118.wav,Which sound among the following is heard for the longest time?,hen,washing_machine,can_opening,snoring,A,random,2,"['ESC-50-master/audio/4-200330-A-6.wav', 'ESC-50-master/audio/4-200330-A-6.wav', 'ESC-50-master/audio/4-175945-A-38.wav', 'ESC-50-master/audio/3-156393-A-35.wav', 'ESC-50-master/audio/4-200330-A-6.wav']","{'hen': 'ESC-50-master/audio/4-200330-A-6.wav', 'clock_tick': 'ESC-50-master/audio/4-175945-A-38.wav', 'washing_machine': 'ESC-50-master/audio/3-156393-A-35.wav'}"
119,TREA_dataset/duration/audios/119.wav,Which sound among the following is the shortest in duration?,coughing,engine,sheep,sea_waves,A,random,1,"['ESC-50-master/audio/5-198891-C-8.wav', 'ESC-50-master/audio/4-201988-A-44.wav', 'ESC-50-master/audio/5-198891-C-8.wav', 'ESC-50-master/audio/4-201988-A-44.wav', 'ESC-50-master/audio/2-87794-A-24.wav']","{'engine': 'ESC-50-master/audio/4-201988-A-44.wav', 'coughing': 'ESC-50-master/audio/2-87794-A-24.wav', 'sheep': 'ESC-50-master/audio/5-198891-C-8.wav'}"
120,TREA_dataset/duration/audios/120.wav,Which sound among the following is heard for the greatest length of time?,crow,door_wood_knock,keyboard_typing,washing_machine,D,random,3,"['ESC-50-master/audio/3-135469-A-35.wav', 'ESC-50-master/audio/3-135469-A-35.wav', 'ESC-50-master/audio/1-84536-A-39.wav', 'ESC-50-master/audio/2-188822-C-40.wav', 'ESC-50-master/audio/3-135469-A-35.wav']","{'glass_breaking': 'ESC-50-master/audio/1-84536-A-39.wav', 'helicopter': 'ESC-50-master/audio/2-188822-C-40.wav', 'washing_machine': 'ESC-50-master/audio/3-135469-A-35.wav'}"
121,TREA_dataset/duration/audios/121.wav,Which sound among the following is heard for the greatest length of time?,keyboard_typing,siren,crickets,train,A,random,2,"['ESC-50-master/audio/2-118817-A-32.wav', 'ESC-50-master/audio/5-188796-A-45.wav', 'ESC-50-master/audio/1-72195-A-37.wav', 'ESC-50-master/audio/2-118817-A-32.wav', 'ESC-50-master/audio/2-118817-A-32.wav']","{'clock_alarm': 'ESC-50-master/audio/1-72195-A-37.wav', 'keyboard_typing': 'ESC-50-master/audio/2-118817-A-32.wav', 'train': 'ESC-50-master/audio/5-188796-A-45.wav'}"
122,TREA_dataset/duration/audios/122.wav,Which of the given sounds is heard for the least amount of time?,fireworks,toilet_flush,siren,hen,A,consec,2,"['ESC-50-master/audio/2-117615-D-48.wav', 'ESC-50-master/audio/3-111102-B-46.wav', 'ESC-50-master/audio/3-111102-B-46.wav', 'ESC-50-master/audio/2-127109-A-6.wav', 'ESC-50-master/audio/2-127109-A-6.wav']","{'fireworks': 'ESC-50-master/audio/2-117615-D-48.wav', 'church_bells': 'ESC-50-master/audio/3-111102-B-46.wav', 'hen': 'ESC-50-master/audio/2-127109-A-6.wav'}"
123,TREA_dataset/duration/audios/123.wav,Which of the given sounds is heard for the least amount of time?,thunderstorm,clock_tick,sheep,rooster,B,consec,2,"['ESC-50-master/audio/5-170338-A-41.wav', 'ESC-50-master/audio/5-170338-A-41.wav', 'ESC-50-master/audio/1-88574-A-8.wav', 'ESC-50-master/audio/1-88574-A-8.wav', 'ESC-50-master/audio/5-209833-A-38.wav']","{'chainsaw': 'ESC-50-master/audio/5-170338-A-41.wav', 'sheep': 'ESC-50-master/audio/1-88574-A-8.wav', 'clock_tick': 'ESC-50-master/audio/5-209833-A-38.wav'}"
124,TREA_dataset/duration/audios/124.wav,Which of these sounds has the longest duration?,car_horn,laughing,chirping_birds,vacuum_cleaner,C,random,3,"['ESC-50-master/audio/2-108760-A-14.wav', 'ESC-50-master/audio/2-108760-A-14.wav', 'ESC-50-master/audio/2-135860-A-49.wav', 'ESC-50-master/audio/2-108760-A-14.wav', 'ESC-50-master/audio/4-125072-B-19.wav']","{'chirping_birds': 'ESC-50-master/audio/2-108760-A-14.wav', 'hand_saw': 'ESC-50-master/audio/2-135860-A-49.wav', 'thunderstorm': 'ESC-50-master/audio/4-125072-B-19.wav'}"
125,TREA_dataset/duration/audios/125.wav,Which sound among the following is the shortest in duration?,brushing_teeth,door_wood_creaks,can_opening,fireworks,C,consec,3,"['ESC-50-master/audio/1-46744-A-36.wav', 'ESC-50-master/audio/1-46744-A-36.wav', 'ESC-50-master/audio/2-87282-A-34.wav', 'ESC-50-master/audio/2-32515-D-4.wav', 'ESC-50-master/audio/2-32515-D-4.wav']","{'vacuum_cleaner': 'ESC-50-master/audio/1-46744-A-36.wav', 'can_opening': 'ESC-50-master/audio/2-87282-A-34.wav', 'frog': 'ESC-50-master/audio/2-32515-D-4.wav'}"
126,TREA_dataset/duration/audios/126.wav,Which sound among the following is heard for the longest time?,church_bells,train,clock_alarm,chirping_birds,A,random,3,"['ESC-50-master/audio/5-240671-A-44.wav', 'ESC-50-master/audio/4-182613-B-11.wav', 'ESC-50-master/audio/4-150364-B-46.wav', 'ESC-50-master/audio/4-150364-B-46.wav']","{'sea_waves': 'ESC-50-master/audio/4-182613-B-11.wav', 'engine': 'ESC-50-master/audio/5-240671-A-44.wav', 'church_bells': 'ESC-50-master/audio/4-150364-B-46.wav'}"
127,TREA_dataset/duration/audios/127.wav,Which sound among the following is heard for the greatest length of time?,clapping,pig,engine,hen,D,random,3,"['ESC-50-master/audio/2-250710-A-39.wav', 'ESC-50-master/audio/1-23996-B-35.wav', 'ESC-50-master/audio/1-72229-A-6.wav', 'ESC-50-master/audio/1-72229-A-6.wav', 'ESC-50-master/audio/1-72229-A-6.wav']","{'glass_breaking': 'ESC-50-master/audio/2-250710-A-39.wav', 'hen': 'ESC-50-master/audio/1-72229-A-6.wav', 'washing_machine': 'ESC-50-master/audio/1-23996-B-35.wav'}"
128,TREA_dataset/duration/audios/128.wav,Which sound among the following is heard for the greatest length of time?,sea_waves,coughing,airplane,crow,C,random,3,"['ESC-50-master/audio/1-100210-B-36.wav', 'ESC-50-master/audio/3-143560-A-47.wav', 'ESC-50-master/audio/3-143560-A-47.wav', 'ESC-50-master/audio/5-180229-A-27.wav']","{'vacuum_cleaner': 'ESC-50-master/audio/1-100210-B-36.wav', 'brushing_teeth': 'ESC-50-master/audio/5-180229-A-27.wav', 'airplane': 'ESC-50-master/audio/3-143560-A-47.wav'}"
129,TREA_dataset/duration/audios/129.wav,Which sound among the following is heard for the longest time?,chirping_birds,crying_baby,church_bells,brushing_teeth,C,consec,2,"['ESC-50-master/audio/5-197988-A-46.wav', 'ESC-50-master/audio/5-197988-A-46.wav', 'ESC-50-master/audio/5-197988-A-46.wav', 'ESC-50-master/audio/2-98392-A-23.wav', 'ESC-50-master/audio/3-152007-E-20.wav']","{'church_bells': 'ESC-50-master/audio/5-197988-A-46.wav', 'breathing': 'ESC-50-master/audio/2-98392-A-23.wav', 'crying_baby': 'ESC-50-master/audio/3-152007-E-20.wav'}"
130,TREA_dataset/duration/audios/130.wav,Which of the given sounds is heard for the least amount of time?,siren,helicopter,sneezing,mouse_click,A,consec,1,"['ESC-50-master/audio/3-142605-A-21.wav', 'ESC-50-master/audio/3-142605-A-21.wav', 'ESC-50-master/audio/4-193480-A-40.wav', 'ESC-50-master/audio/4-193480-A-40.wav', 'ESC-50-master/audio/2-70052-A-42.wav']","{'sneezing': 'ESC-50-master/audio/3-142605-A-21.wav', 'helicopter': 'ESC-50-master/audio/4-193480-A-40.wav', 'siren': 'ESC-50-master/audio/2-70052-A-42.wav'}"
131,TREA_dataset/duration/audios/131.wav,Which of the following sounds lasts for the shortest time?,engine,footsteps,wind,breathing,A,random,3,"['ESC-50-master/audio/4-135439-A-18.wav', 'ESC-50-master/audio/1-18527-B-44.wav', 'ESC-50-master/audio/5-245040-A-35.wav', 'ESC-50-master/audio/5-245040-A-35.wav', 'ESC-50-master/audio/4-135439-A-18.wav']","{'washing_machine': 'ESC-50-master/audio/5-245040-A-35.wav', 'toilet_flush': 'ESC-50-master/audio/4-135439-A-18.wav', 'engine': 'ESC-50-master/audio/1-18527-B-44.wav'}"
132,TREA_dataset/duration/audios/132.wav,Which of the following sounds lasts for the shortest time?,keyboard_typing,cow,rooster,crow,D,consec,3,"['ESC-50-master/audio/1-96950-B-9.wav', 'ESC-50-master/audio/2-94230-A-27.wav', 'ESC-50-master/audio/2-94230-A-27.wav', 'ESC-50-master/audio/3-144253-A-29.wav', 'ESC-50-master/audio/3-144253-A-29.wav']","{'crow': 'ESC-50-master/audio/1-96950-B-9.wav', 'brushing_teeth': 'ESC-50-master/audio/2-94230-A-27.wav', 'drinking_sipping': 'ESC-50-master/audio/3-144253-A-29.wav'}"
133,TREA_dataset/duration/audios/133.wav,Which sound among the following is heard for the longest time?,crying_baby,siren,engine,train,A,consec,1,"['ESC-50-master/audio/2-70052-B-42.wav', 'ESC-50-master/audio/2-122067-B-45.wav', 'ESC-50-master/audio/4-167077-C-20.wav', 'ESC-50-master/audio/4-167077-C-20.wav']","{'siren': 'ESC-50-master/audio/2-70052-B-42.wav', 'train': 'ESC-50-master/audio/2-122067-B-45.wav', 'crying_baby': 'ESC-50-master/audio/4-167077-C-20.wav'}"
134,TREA_dataset/duration/audios/134.wav,Which sound among the following is heard for the longest time?,church_bells,footsteps,cow,rooster,A,random,3,"['ESC-50-master/audio/4-128659-A-33.wav', 'ESC-50-master/audio/3-87936-B-46.wav', 'ESC-50-master/audio/3-87936-B-46.wav', 'ESC-50-master/audio/3-87936-B-46.wav', 'ESC-50-master/audio/2-118459-B-32.wav']","{'church_bells': 'ESC-50-master/audio/3-87936-B-46.wav', 'door_wood_creaks': 'ESC-50-master/audio/4-128659-A-33.wav', 'keyboard_typing': 'ESC-50-master/audio/2-118459-B-32.wav'}"
135,TREA_dataset/duration/audios/135.wav,Which sound among the following is heard for the longest time?,sea_waves,hand_saw,crackling_fire,clock_tick,B,random,3,"['ESC-50-master/audio/5-253101-C-49.wav', 'ESC-50-master/audio/3-134049-A-1.wav', 'ESC-50-master/audio/1-21896-A-35.wav', 'ESC-50-master/audio/5-253101-C-49.wav', 'ESC-50-master/audio/5-253101-C-49.wav']","{'rooster': 'ESC-50-master/audio/3-134049-A-1.wav', 'washing_machine': 'ESC-50-master/audio/1-21896-A-35.wav', 'hand_saw': 'ESC-50-master/audio/5-253101-C-49.wav'}"
136,TREA_dataset/duration/audios/136.wav,Which of the given sounds is heard for the least amount of time?,car_horn,chainsaw,snoring,helicopter,A,random,2,"['ESC-50-master/audio/3-98771-A-18.wav', 'ESC-50-master/audio/1-19898-C-41.wav', 'ESC-50-master/audio/1-19898-C-41.wav', 'ESC-50-master/audio/4-175856-A-43.wav', 'ESC-50-master/audio/3-98771-A-18.wav']","{'car_horn': 'ESC-50-master/audio/4-175856-A-43.wav', 'toilet_flush': 'ESC-50-master/audio/3-98771-A-18.wav', 'chainsaw': 'ESC-50-master/audio/1-19898-C-41.wav'}"
137,TREA_dataset/duration/audios/137.wav,Which sound among the following is heard for the longest time?,footsteps,hand_saw,drinking_sipping,crackling_fire,A,consec,3,"['ESC-50-master/audio/4-218199-B-35.wav', 'ESC-50-master/audio/1-43807-A-47.wav', 'ESC-50-master/audio/4-218304-A-25.wav', 'ESC-50-master/audio/4-218304-A-25.wav']","{'washing_machine': 'ESC-50-master/audio/4-218199-B-35.wav', 'airplane': 'ESC-50-master/audio/1-43807-A-47.wav', 'footsteps': 'ESC-50-master/audio/4-218304-A-25.wav'}"
138,TREA_dataset/duration/audios/138.wav,Which of the following sounds lasts for the shortest time?,door_wood_knock,train,door_wood_creaks,keyboard_typing,A,random,2,"['ESC-50-master/audio/5-263831-A-6.wav', 'ESC-50-master/audio/5-263831-A-6.wav', 'ESC-50-master/audio/2-122067-A-45.wav', 'ESC-50-master/audio/2-122067-A-45.wav', 'ESC-50-master/audio/3-154378-A-30.wav']","{'hen': 'ESC-50-master/audio/5-263831-A-6.wav', 'train': 'ESC-50-master/audio/2-122067-A-45.wav', 'door_wood_knock': 'ESC-50-master/audio/3-154378-A-30.wav'}"
139,TREA_dataset/duration/audios/139.wav,Which of the following sounds lasts for the shortest time?,wind,door_wood_creaks,can_opening,laughing,A,consec,3,"['ESC-50-master/audio/1-85123-A-31.wav', 'ESC-50-master/audio/1-85123-A-31.wav', 'ESC-50-master/audio/1-39901-B-11.wav', 'ESC-50-master/audio/1-39901-B-11.wav', 'ESC-50-master/audio/3-136608-A-16.wav']","{'mouse_click': 'ESC-50-master/audio/1-85123-A-31.wav', 'sea_waves': 'ESC-50-master/audio/1-39901-B-11.wav', 'wind': 'ESC-50-master/audio/3-136608-A-16.wav'}"
140,TREA_dataset/duration/audios/140.wav,Which sound among the following is heard for the greatest length of time?,fireworks,pouring_water,engine,church_bells,C,random,3,"['ESC-50-master/audio/5-243773-B-44.wav', 'ESC-50-master/audio/5-200329-B-8.wav', 'ESC-50-master/audio/5-243773-B-44.wav', 'ESC-50-master/audio/5-243773-B-44.wav', 'ESC-50-master/audio/2-106881-A-39.wav']","{'sheep': 'ESC-50-master/audio/5-200329-B-8.wav', 'glass_breaking': 'ESC-50-master/audio/2-106881-A-39.wav', 'engine': 'ESC-50-master/audio/5-243773-B-44.wav'}"
141,TREA_dataset/duration/audios/141.wav,Which sound among the following is heard for the longest time?,cat,wind,crackling_fire,door_wood_creaks,A,consec,3,"['ESC-50-master/audio/1-79113-A-5.wav', 'ESC-50-master/audio/1-79113-A-5.wav', 'ESC-50-master/audio/4-143118-B-7.wav', 'ESC-50-master/audio/1-48413-A-38.wav']","{'cat': 'ESC-50-master/audio/1-79113-A-5.wav', 'insects': 'ESC-50-master/audio/4-143118-B-7.wav', 'clock_tick': 'ESC-50-master/audio/1-48413-A-38.wav'}"
142,TREA_dataset/duration/audios/142.wav,Which of the following sounds lasts for the shortest time?,door_wood_creaks,wind,sea_waves,hen,B,consec,2,"['ESC-50-master/audio/3-118194-A-33.wav', 'ESC-50-master/audio/3-118194-A-33.wav', 'ESC-50-master/audio/5-198891-A-8.wav', 'ESC-50-master/audio/5-198891-A-8.wav', 'ESC-50-master/audio/1-29532-A-16.wav']","{'door_wood_creaks': 'ESC-50-master/audio/3-118194-A-33.wav', 'sheep': 'ESC-50-master/audio/5-198891-A-8.wav', 'wind': 'ESC-50-master/audio/1-29532-A-16.wav'}"
143,TREA_dataset/duration/audios/143.wav,Which of these sounds has the longest duration?,snoring,footsteps,sheep,cat,A,random,3,"['ESC-50-master/audio/5-193473-A-12.wav', 'ESC-50-master/audio/1-27403-A-28.wav', 'ESC-50-master/audio/1-7456-A-13.wav', 'ESC-50-master/audio/1-27403-A-28.wav']","{'snoring': 'ESC-50-master/audio/1-27403-A-28.wav', 'crackling_fire': 'ESC-50-master/audio/5-193473-A-12.wav', 'crickets': 'ESC-50-master/audio/1-7456-A-13.wav'}"
144,TREA_dataset/duration/audios/144.wav,Which sound among the following is heard for the longest time?,clock_tick,crickets,airplane,cat,B,random,1,"['ESC-50-master/audio/2-82274-B-5.wav', 'ESC-50-master/audio/4-161099-B-47.wav', 'ESC-50-master/audio/4-195707-A-13.wav', 'ESC-50-master/audio/4-195707-A-13.wav', 'ESC-50-master/audio/4-195707-A-13.wav']","{'airplane': 'ESC-50-master/audio/4-161099-B-47.wav', 'crickets': 'ESC-50-master/audio/4-195707-A-13.wav', 'cat': 'ESC-50-master/audio/2-82274-B-5.wav'}"
